status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,,,,,
Satisfactory,validation-133,Protocol could be tricked on some to-be integrated tokens,fee on transfer,,Identifies and suggests banning FOT like or rebasing tokens,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375","https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L66-L73,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160","https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-003,DUPE-smartcontract_log_parser-003",DUPE-smartcontract_log_parser-003,,,,
Satisfactory,validation-143,"If the fromAsset in the _transferOutAndCallV5 function is a fee-on token, the exchange may fail.",fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L360,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L360,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,DUPE-THORChain_Router-001,,,,,
Satisfactory,validation-149,"[M-02] Incorrect call argument in `THORChain_Router::_transferOutAndCallV5`, leading to grief/steal of `THORChain_Aggregator`'s funds or DoS",fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375",https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L368,validation-199,validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-003",DUPE-THORChain_Router-003,,,,
Satisfactory,validation-152,Rebasing tokens are not handled correctly,fee on transfer,,Identifies and suggests supposed fix for FOT like or rebasing tokens,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L54,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L54,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-012",,,,,
Satisfactory,validation-182,SwapOutV5 : Fees are not deducted from the fromAmount  on `Fee On Transfer ERC20 Token's`  Transaction.,fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375",https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L347-L389,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-003",DUPE-THORChain_Router-003,,,,
Satisfactory,validation-184,The router contract is not compatible with fee-on-transfer tokens,fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,validation-199,validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-003",,,,,
Satisfactory,validation-196,"Attacker can steal shares of ""vault-like"" tokens, such as stETH, that should belong to legitimate vaults",fee on transfer,,Identifies and suggests supposed fix for FOT like or rebasing tokens,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L131-L140,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-003,DUPE-THORChain_Router-019",DUPE-THORChain_Router-019,,,,
Satisfactory,validation-199,"Calling `_transferOutAndCallV5` function is always DOS'ed for all vaults when corresponding ERC20 token is a fee-on-transfer token, such as STA",fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L304-L389,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-003",,,,,
Satisfactory,validation-214,`_transferOutAndCallV5`  function is incompatible for the Fee-on-Transfer tokens,fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375",https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L368,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-003",DUPE-THORChain_Router-003,,,,
Satisfactory,validation-218,The new `_transferOutAndCallV5()` function is not compatible with fee-on-transfer and rebase tokens,fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,validation-199,validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-003",,,,,
Satisfactory,validation-236,`_transferOutAndCallV5()` is incompatible with fee on transfer tokens,fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,DUPE-THORChain_Router-001,,,,,
Satisfactory,validation-246,"Some of token's underlying assets for corresponding vault can fail to be transferred when such token is a rebasing token or token with airdrops, such as AMPL",fee on transfer,,Identifies and suggests banning FOT like or rebasing tokens,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L143-L160,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-001,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024,DUPE-THORChain_Router-025",DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024,DUPE-THORChain_Router-025,
Satisfactory,validation-4,The THORChain Router is not compatible with ERC20 tokens that modify balances outside of transfers,,,Identifies and suggests banning FOT like or rebasing tokens,,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,validation-199,validation-199,DUPE-THORChain_Router-003,,,,,
Satisfactory,validation-40,A malicious user can steal money out of the vault and other users,fee on transfer,,Identifies and suggests banning FOT like or rebasing tokens,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-003,DUPE-THORChain_Router-015",DUPE-THORChain_Router-015,,,,
Satisfactory,validation-44,Fee on transfer tokens will make `_transferOutAndCallV5()` revert,fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L367,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L304-L389,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-001",,,,,
Satisfactory,validation-48,Calling transferOutAndCallV5 function with fee on transfer token will fail,fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L142-L160,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375","https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L391,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L364",validation-199,validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-003,DUPE-THORChain_Router-022",DUPE-THORChain_Router-003,DUPE-THORChain_Router-022,,,
Satisfactory,validation-52,User could get his funds locked using a particular type of tokens,fee on transfer,,Intended design (it's entirely the aggregator contract's responsibility to manage the funds),https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L367,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L26,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L156-L157,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L466-L483",validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-001,DUPE-THORChain_Router-020",DUPE-THORChain_Router-020,,,,
Satisfactory,validation-33,Users will be denied from using a particular protocol functionality under a certain case,"direct swap path, seems out of scope",,Intended design (it's entirely the aggregator contract's responsibility to manage the funds),https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L304-L389,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L304-L389,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L304-L389,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L304-L389,validation-33,DUPE-THORChain_Router-001,,,,,
Satisfactory,validation-45,Bifrost `risk of DoS` due to the increase in transactions and events to process,bifrost tx load analysis,,DoS risk due to increased transaction processing. QA prone but should be reviewed for visibility given the elaborate report.,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L166,,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L166,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L166,validation-45,DUPE-smartcontract_log_parser-001,,,,,
Satisfactory,validation-6,`Fund stuck forever` in vault in case of multiple deposits to different vaults,multiple deposits to different vault,,Funds loss possible due to system's inability to handle multiple deposits in a single transaction.,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L182-L212,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L182-L212,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L182-L212,validation-6,validation-6,DUPE-smartcontract_log_parser-001,,,,,
Satisfactory,validation-69,smartcontract_log_parser.go client is setting `isVaultTransfer` to true  in the vaultTransferEvent case,seems limited impacted,,isVaultTransfer not set for vaultTransferEvent case,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L166-L342,,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L342,validation-69,validation-69,DUPE-smartcontract_log_parser-001,,,,,
Satisfactory,findings-8,"When calling the batchTransferOutV5 functions, some events may be filtered out",multiple deposits to different vault,,Filtering out valid batch transaction events,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L182-L212,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L213,"https://github.com/code-423n4/2024-06-thorchain/blob/e5ae503d0dc2394a82242be6860eb538345152a1/ethereum/contracts/THORChain_Router.sol#L247-L253, https://github.com/code-423n4/2024-06-thorchain/blob/e5ae503d0dc2394a82242be6860eb538345152a1/ethereum/contracts/THORChain_Router.sol#L209-L238, https://github.com/code-423n4/2024-06-thorchain/blob/e5ae503d0dc2394a82242be6860eb538345152a1/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L166-L343",validation-7,"DUPE-smartcontract_log_parser-001,DUPE-smartcontract_log_parser-001",,,,,
Satisfactory,validation-7,"`batchTransferOutV5` could emit multiple `TransferOut` events, but Bifrost Observation can handle only one per transaction.","miss transferoutandcallv5 event, overwrite tx",,Insufficient proof on filtering due to the inexpedience of having multiple transferOut events,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L166,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L166-L343,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L166-L343,"https://github.com/code-423n4/2024-06-thorchain/blob/e5ae503d0dc2394a82242be6860eb538345152a1/ethereum/contracts/THORChain_Router.sol#L247-L253, 
 https://github.com/code-423n4/2024-06-thorchain/blob/e5ae503d0dc2394a82242be6860eb538345152a1/ethereum/contracts/THORChain_Router.sol#L209-L238, 
 https://github.com/code-423n4/2024-06-thorchain/blob/e5ae503d0dc2394a82242be6860eb538345152a1/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L166-L343",validation-7,DUPE-smartcontract_log_parser-001,,,,,
Satisfactory,validation-83,Bifrost `risk of griefing attack` due to missing early exit path for `transferOutAndCall`,"early Exit, dust spam to DoS Bifrost",,DoS risk via griefing attack in transferOutAndCall. QA prone but should be reviewed for visibility given the elaborate report.,"https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L189,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L295",https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L295,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L295,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/shared/evm/smartcontract_log_parser.go#L295,validation-83,"DUPE-smartcontract_log_parser-001,DUPE-smartcontract_log_parser-001",,,,,
Unsatisfactory,validation-50,safeApprove internal function fail to check return value of tokens approve function,"USDT safeApprove
 similar to approve(0)",,Low QA frequently reported by bots and analyzer,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L474-L494,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L485,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L485,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L485,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L474-L494",,"DUPE-THORChain_Router-014,DUPE-THORChain_Router-015",,,,,
Unsatisfactory,findings-10,Excess Ether Not Returned in `transferOutV5` and `batchTransferOutV5` Functions,"excess eth, transferOutPayload.amount and msg.value",,Low QA on user input mistake,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L250-L252,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L304-L328",,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L391,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L250-L252,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L304-L328,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L391",,,,,,,
Unsatisfactory,findings-5,"Due to incomplete check, in some cases, Router contracts may hold some ETH","excess eth, transferOutPayload.amount and msg.value",,Low QA on user input mistake,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L250-L252,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L304-L328",,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L240,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L250-L252,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L304-L328,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L240",,,,,,,
Unsatisfactory,validation-100,"`_transferOutV5` Not Returning Extra ETH, Leading to Locked Funds","excess eth, transferOutPayload.amount and msg.value",,Low QA on user input error,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L250-L252,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L304-L328",,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L209-L215,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L250-L252,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L304-L328,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L209-L215",,,,,,,
Unsatisfactory,validation-113,Missing msg.value and input argument validation,batch msg.value,,Exploitable ETH transfer vulnerability in transfer functions,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L309-L321,,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L391,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L391,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L309-L321",,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-007",,,,,
Unsatisfactory,validation-136,_transferOutAndCallV5 passes wrong argument to aggregator,"excess eth, transferOutPayload.amount and msg.value",,If and else clauses are distinctly separated,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L250-L252,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L304-L328",https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L295-L404,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L295-L404,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L295-L404,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L250-L252",,,,,,,
Unsatisfactory,validation-145,THORChain_Router Contract Balance can be Emptied Due to Error in TransferOut Implementation,"excess eth, transferOutPayload.amount and msg.value",,Exploitable ETH transfer vulnerability in transfer functions,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L250-L252,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L304-L328",,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L243,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L250-L252,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L304-L328,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L243",,"DUPE-THORChain_Router-005,DUPE-THORChain_Router-007,DUPE-THORChain_Router-008",DUPE-THORChain_Router-005,DUPE-THORChain_Router-007,DUPE-THORChain_Router-008,,
